text,label,label_confidence,hate_speech,offensive_language,neither
"all i need is one, i don't want ""the hoes """,1,1.0,0,3,0
all i want for my birthday is a big booty hoe 😎😎,1,1.0,0,3,0
all i want for my birthday is a big booty hoe.,1,1.0,0,3,0
all i want is a 100 million dollars and a bad bitch,1,1.0,0,3,0
all i want is a 100 million dollars and no bad bitch. i'm selfish lol,1,1.0,0,3,0
"all i want is bitches, big booty bitches",1,1.0,0,3,0
all i want is cheesy bread and brownies 😋,2,1.0,0,0,3
all i wants is to represent da life o da colored man.,2,1.0,0,0,3
all i've asked is for one thing. & one thing only . but i get more then what most bitches could ever have... but still.,1,1.0,0,3,0
all okies are trash.,2,1.0,0,0,3
all these hoes sooo average 😩😕,1,1.0,0,3,0
all a nicca need is time .. #bepatient,1,1.0,0,3,0
all bitches need a bus driver uppercut a chris brown bitch slap followed by some dancing nd chad johnson hea <url>,1,1.0,0,3,0
all deses bitches turnt up i'm fenna turn em down,1,1.0,0,3,0
"all good things must come to an end, that's all right get 'em tomorrow #yankees",2,1.0,0,0,3
all hoe money is gooooooooooood,1,1.0,0,3,0
all i kno is make them hoes cone joints,1,1.0,0,3,0
"all my bitches love me, all my all my bitches love me, all my bitches love me. you ain't fuckin with my dougie 💁 <user>",1,1.0,0,3,0
all my gold is white not yellow.,2,1.0,0,0,3
all my hoes they so rude,1,1.0,0,3,0
"all my life i been this cold, all my nights been with hoes.",1,1.0,0,3,0
all my niggaz better have at least 3 ugly bitches number in their phone this summer.,1,1.0,0,3,0
all my old hoes gone love my video,1,1.0,0,3,0
all my old hoes wana have my baby,1,1.0,0,3,0
all my young boys round me sayin get money and fuck these hoes,1,1.0,0,3,0
"all my young boys round me saying ""get money and fuck these hoes""",1,1.0,0,3,0
all of my bitches know they temporary,1,1.0,0,3,0
all people do in my house is bitch,1,1.0,0,3,0
all that but the bitch can't take a joke. <user> <user>,1,1.0,0,3,0
"all that x rays, no wonder the bitch got two heads #ahsfreakshow",1,1.0,0,3,0
all the bad bitches are in the gym between 9-1 u know why they ain't got no job,1,1.0,0,3,0
all the bad bitches think they ugly and all the roach bitches think they bad-_-,1,1.0,0,3,0
all the bitches in shameless are straight bugoutsss,1,1.0,0,3,0
all the fine bitches i need yall to hit me up my # 562 922 40 guess the last 2 😂,1,1.0,0,3,0
all the hoes know who i rock wit 💯,1,1.0,0,3,0
all the pictures of the ex are gone...there's no pictures with the side hoe posted...*slides into his dm's like* <url>,1,1.0,0,3,0
all the ratchet hoes on cecil b,1,1.0,0,3,0
all the redskins act like <user> te bitch <user> the bitch,1,1.0,0,3,0
all the snacks in this bitch 😄,1,1.0,0,3,0
all the time lol rt <user>: lol ima hoe sometimes,1,1.0,0,3,0
all the work gone so we ain't going nothin but fucking bitches in the trap,1,1.0,0,3,0
all these bitches love mosa sippin on the coca,1,1.0,0,3,0
all these bitches talk shit that's why bust em in they shit,1,1.0,0,3,0
all these bitches wanna be like kim k and fuck their way into being rich but it don't work like that. get a degree & work a desk job you hoe,1,1.0,0,3,0
all these bitches want love from scrappy .,1,1.0,0,3,0
all these break ups gon be a crazy hoe free agency this summer #doyourgoogles,1,1.0,0,3,0
all these fuckin dudes do is bitch at the refs....shut the fuck up and play,1,1.0,0,3,0
"all these hoes fuckin..... be careful! just cos she look good, don't mean she's good for you!",1,1.0,0,3,0
"all these hoes fucking, but they don't want to seem like a hoe so you gotta hit em on the low.",1,1.0,0,3,0
all these hoes say that wanna be cuffed bitch cuff this dick,1,1.0,0,3,0
"all these hoes trife i can never cuff , i've been hurt before so i can never give a fuck",1,1.0,0,3,0
all these hoes want boyfriend's but the last thing i need is more ties,1,1.0,0,3,0
"all these niggas with these "" love quote"" pages are some pussies. them niggas don't be living what they talking bout",1,1.0,0,3,0
all these ratchet bitches killin gossip girl,1,1.0,0,3,0
all these ratchet hoes be on tha same stuff !,1,1.0,0,3,0
all these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms & aunt jamammi's fakin da funk.,1,1.0,0,3,0
all these touch screen phones and hoe u still got flipped <url>,1,1.0,0,3,0
"all theses hoes on me , they so phony 😖",1,1.0,0,3,0
all trash rt <user>: now that's a lot of stolen shoes... <url>,2,1.0,0,0,3
all y'all bitches corny lol,1,1.0,0,3,0
"all yall bitches fake an wanna b's get yall life,",1,1.0,0,3,0
all you bitches can keep getting jealous. i loveeee ittttt,1,1.0,0,3,0
"all you bitches know youre trying to find yourself on the website, who are you kidding lol",1,1.0,0,3,0
all you bitches thirsty hella worried about ig,1,1.0,0,3,0
"all you gotta do is be funny, witty and charming and the bitches will come to you naturally you ain't even gotta do shit but be yourself",1,1.0,0,3,0
all you hoes are hoes for tweetin about ya panties bein wet,1,1.0,0,3,0
all you hoes middle name isn't nicole 😒 the jig is up..,1,1.0,0,3,0
all you ladies pop your pussy like this,1,1.0,0,3,0
all you muzzy lovers need to do one thing. tell muzzies in the mideast to leave israel alone. don't start no shit won't be no shit. #israel,0,1.0,3,0,0
"all you pussies is losers, all my niggas is winnin",1,1.0,0,3,0
all you see is straight pussy in my iphone!,1,1.0,0,3,0
allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real. ain't that about a bitch,1,1.0,0,3,0
almost cussed dis bitch out at mcdonalds talmbout da register down so dey can't serve us..umm bitch give us da food fa free den 😒,1,1.0,0,3,0
almost done with this bitch ass room ....,1,1.0,0,3,0
"almost forgot 40,000 tweets still no bitches",1,1.0,0,3,0
almost just said some bitch shit 😏,1,1.0,0,3,0
almost quit today they had me fucked up.. false promises to get me to work harder that's some hoe shit.,1,1.0,0,3,0
already had to unfollow that bitch. annoying af.,1,1.0,0,3,0
already scratched off mines rt <user>: paying for pussy still on my bucket list,1,1.0,0,3,0
alright vacarro you bitch <exclaim>,1,1.0,0,3,0
"also love angry old irish bartenders ""pussies have one beer and ask for a glass of water, fuck them i ignore that shit""",1,1.0,0,3,0
"also, anyone who wants to bitch about the prices at disney needs to check this out next time. #dollywood <url>",1,1.0,0,3,0
"also, it’s a hiccup to jihadi propaganda: they portray themselves as the only ones willing to die for their cause.",2,1.0,0,0,3
always thought golden oreos were the same as original oreos but oh my god i just climaxed,2,1.0,0,0,3
"always wanted to fuck that bitch, thank you god i fucked that bitch",1,1.0,0,3,0
am i the only #gay man without a fag hag? i guess i am.,1,1.0,0,3,0
am i wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room,1,1.0,0,3,0
am ghetto <url>,2,1.0,0,0,3
am so high that birds and planes are my peers,2,1.0,0,0,3
"amanda bynes is crazy, idc what else y'all wanna call it but da bitch been crazy.",1,1.0,0,3,0
amanda is a bitch omg i would beat her ass lol,1,1.0,0,3,0
amazing. you know what they say about birds of a feather <url>,2,1.0,0,0,3
"amber rose is one of those bad bitches who ""only get along with dudes""",1,1.0,0,3,0
amber wants a million... wiz just like... ok bitch i spend that on 2 cars..,1,1.0,0,3,0
amina ass... peter you just fucking the bitch i don't like her voice,1,1.0,0,3,0
an if u aint a hoe get up out my trap hoooouusssee <exclaim>,1,1.0,0,3,0
"anacortes bucks got racks like a black bitch, dwammm",1,1.0,0,3,0
and i can't be known for fucking wit a trash bitch.,1,1.0,0,3,0
and i'm out bout $50 .. these hoes be pimping me man 😂,1,1.0,0,3,0
and i'm steady tellin dis bitch gtfo my face,1,1.0,0,3,0
and i've had enough. unfollowing dat ass bitch,1,1.0,0,3,0
and bitch i ain't bout to debate with ya funky ass either.,1,1.0,0,3,0
and dis shit is for the birds 2 <url>,1,1.0,0,3,0
"and even if the sky come fallin, bitch ima still be high. i got faith in my weed man",1,1.0,0,3,0
and get my self a bad bitch thats loyal and one hunnid,1,1.0,0,3,0
and girl i've been thinkin of ways thinkin of new ways to beat that pussy down .,1,1.0,0,3,0
"and girl that pussy ain't shit to me, baby girl roll up and get high",1,1.0,0,3,0
and ha bitch break down my weed sometimes,1,1.0,0,3,0
"and here standing in the red corner <user> weighing 145lbs the pussy destroying champion of the world, adam nobodyknowshisrace smith",1,1.0,0,3,0
"and honestly i'm a social hoe. i'll talk to any and everybody. nowhere in there did i said fuck, suck, and trap.",1,1.0,0,3,0
"and i didn't wanna come off as a bitch, so i took another hit, now i think i'm feeling to high",1,1.0,0,3,0
"and if u aint a ho, get up out my trap houuuse!",1,1.0,0,3,0
and if yu ever need a shoulder to cry on i won't be there cus i'm on my fuck that bitch shit,1,1.0,0,3,0
and ima dream about 4 fat bitches stuck in a mini van on a hot summer day,1,1.0,0,3,0
and it's always the black bitches that's constantly late af for no reason. couldn't refuse the ladies in free til 12 & $1 shots,1,1.0,0,3,0
and just like me that bitch loaded.,1,1.0,0,3,0
and little bitch ass <user>,1,1.0,0,3,0
and mad hoes you can ask beavis i get nothing butthead,1,1.0,0,3,0
and my bitch gon' blast and she got the ass like... <url>,1,1.0,0,3,0
and my mom was really getting me a car smh hoe f u for dat,1,1.0,0,3,0
and now jihadis bragging about a massive bombing in sadr city in baghdad. #iraq #onslaught,2,1.0,0,0,3
and since im gino marley my bitch just flew from japan,1,1.0,0,3,0
and someone from my class is literally sitting across from me on the bus so i can't even call dad and bitch,1,1.0,0,3,0
and them niggas pussies...cameltoes 😂,1,1.0,0,3,0
and vice versa rt <user>: 9/10 he has hoes,1,1.0,0,3,0
and weres bitch boy ?,1,1.0,0,3,0
"and when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating.",1,1.0,0,3,0
and where do you think unsold items from thrift stores go? the garbage. think of all the great games that are in trash dumps as we speak :(,2,1.0,0,0,3
"and you a bitch.. even when you say you love me, you a bitch. i pray you crash like caroline into a ditch.",1,1.0,0,3,0
"and you’re a bitch rt <user>: <user> you’re a little fucking worm you know that,",1,1.0,0,3,0
angel stop rting that fugly bitch,1,1.0,0,3,0
anglo-saxon mike oz,2,1.0,0,0,3
annie.. you crazy hoe 😂😂😂,1,1.0,0,3,0
annoying yelling bint next door has locked herself out.,2,1.0,0,0,3
another bad bitch fuck her for a hour another cigarette another nut another shower,1,1.0,0,3,0
"another high point was a hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well.",1,1.0,0,3,0
"another major development in the jihadi circles: al maqdisi, hardcore jihadi theorist asks specifically for relief & aid workers’ release",2,1.0,0,0,3
another season of retweeting every one of <user> 's yankee tweets! 😂😂😂😂,2,1.0,0,0,3
another woman ain't gon keep me coming. girl these hoes ain't got nothing on ya,1,1.0,0,3,0
any bitch who show up friday looking like the bitch from the ring i'm punching straight in the face.,1,1.0,0,3,0
any person that puts anybody else's business out there for whatever reason is a bitch.,1,1.0,0,3,0
any pussy i had i can get again!,1,1.0,0,3,0
any solution to zog which doesn't deal with demographics - only laws - is no solution. #northwestimperative <url>,2,1.0,0,0,3
any where the $$$ at is where the pussy go...,1,1.0,0,3,0
anyone want some absolutely amazing and deliciously fresh perfect monkey bread? 🙊🙈,2,1.0,0,0,3
anyone who came to the us as an indentured servant is white trash.,0,1.0,3,0,0
anytime somebody say u wan hear a funny that shit gon be trash..,1,1.0,0,3,0
"apologizing in advance for my actions, i'm thee biggest bitch when i'm studying 😊🔫",1,1.0,0,3,0
"apolonia gardner of imperial, ca misspells ""phalarope"" - a bird that resembles a sandpiper. the dreaded schwa! #spellingbee",2,1.0,0,0,3
apparently i got chunky for my bday. worse bday present ever. lol. #diettime,2,1.0,0,0,3
"apparently, saying something nice to someone these days means you're trying to stick them with your poker. get over yourselves bitches.",1,1.0,0,3,0
apple need to add some colored emoji,2,1.0,0,0,3
"apple sauce, bitch.",1,1.0,0,3,0
appropriately this guy wears the wv yellow rick james on his face. <user> <url>,2,1.0,0,0,3
are pet guinea pig is about to die this fucking blows :/,1,1.0,0,3,0
are poor little guinea pig died :(,2,1.0,0,0,3
are you nigguhs saying you want donald trump as prez? that nigguh don't understand real american struggles 😂,1,1.0,0,3,0
are you single but your pussy is in a relationship?,1,1.0,0,3,0
"are you tired of the ""mock drafts""? let's just do this: if clowney is not the 1st pick, who thinks round 1 becomes ""chaos""? #showofhands",2,1.0,0,0,3
arguing over a bitch with a glued on butt,1,1.0,0,3,0
arod like ugly bitches that like to fuck,1,1.0,0,3,0
arroz con pollo,2,1.0,0,0,3
"as i tweeted before any man telling me to go to the kitchen this season could tell his mom that, father probably wouldn't of left..bitch",1,1.0,0,3,0
as a man ... i feel like you a bitch if you living off a female . havin her buy all yo shit fucc that never be dependent on someone,1,1.0,0,3,0
as if it wasnt gon get bacc to me 😂😭 bitch your outta your fuccing mind,1,1.0,0,3,0
as long as you gon feed me pussy when i get the munchies 🙊,1,1.0,0,3,0
as soon as a democrat gets a chance to ? the political hack #foxnews goes to commercial then back with bolton lmao #teabaggers #benghazi,2,1.0,0,0,3
as soon as a bitch think shit sweet.... give em wat they been asking for!,1,1.0,0,3,0
as soon as bitches get on a come up you got that one bitch that cant wait to tell ppl your downfall before the come up 😐😐. #haters,1,1.0,0,3,0
asha had a little voice in my head telling me to fuck with these hoes. wasn't kendra 😌,1,1.0,0,3,0
asha my bitch doe 😩👌,1,1.0,0,3,0
ask a bitch in 2014 if she would rather have jesus than silver & gold i bet u she tell a lie.,1,1.0,0,3,0
ask around n the streets bitch bout jay,1,1.0,0,3,0
ask tht bitch when she gon let a yung nigga blast tht ass,1,1.0,0,3,0
ask your bitch about me she turns into dori. 🐠,1,1.0,0,3,0
"at 6'0? good luck nh nh rt <user>: i'm 6'0, 150. one of you bitches better reproduce with me. i can give you an athlete.",1,1.0,0,3,0
at dunkin donuts and every time somebody walked in i either yelled ratchet or hoe and so me and my brother got kicked out 😂😂😂,1,1.0,0,3,0
at a point where i've got to make a tough life decision. ice black translucent sole or solid black sole on my kd vi's. blk or orange airbag,2,1.0,0,0,3
at all my ritz crackers. idk what to do with myself anymore.,2,1.0,0,0,3
at least ima a faithful bitch 😌,1,1.0,0,3,0
at pussy cat lounge killin it with my girlz <user> and <user>,2,1.0,0,0,3
at the mexican laundry mat and it's packed denna hoe,1,1.0,0,3,0
"at the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao",1,1.0,0,3,0
at the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry -_- <user>,1,1.0,0,3,0
at the end of the day seniors still love that young fresh pussy from west case closed,1,1.0,0,3,0
"at work but wish i was floating in my 15 ft., on sale at walmart, redneck pool that my husband probably hasn't cleaned since last weekend.",2,1.0,0,0,3
ate the receivers really fast or is pass coverage trash?,2,1.0,0,0,3
audio: happy valentines day bitches. now play this while you get laid. <url>,1,1.0,0,3,0
austin is a funny niggah,1,1.0,0,3,0
"autocorrect makes my ""how's life"" change to hoes life. what the duck.",1,1.0,0,3,0
average is basic and basic is trash 😂😂,2,1.0,0,0,3
"aw man, that bitch she go hard.. put it on me i'm like ""oh lord""... no panties, baby, no bra !",1,1.0,0,3,0
"awe did i cut you off and make you mad? that's too dam bad, shoulda been going the fucking speed limit bitch",1,1.0,0,3,0
awwwwww rt <user>: that ain't my hoe.,1,1.0,0,3,0
awwwwww they no kaep ain't rape no bitch <exclaim>,1,1.0,0,3,0
ay cuh its hot af . im finna go buy yo bitch some ice cream . lol,1,1.0,0,3,0
"ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head.",1,1.0,0,3,0
ay what are some good bars/clubs to hit up in denver <question> should be up there saturday night to coon out.,2,1.0,0,0,3
ay yall heard that rich gang tape thou <question> that bitch on flame <exclaim> 🔥,1,1.0,0,3,0
aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #preach,1,1.0,0,3,0
aye my nigha #yeayoureadindis... gone let ya bitch fuck wit my team <user> donjuuuan… <url>,1,1.0,0,3,0
aye we all needa keep are heads up high who cares if we lost we all went and tried our best &south is a bunch of trash talking pussys ! -.-,1,1.0,0,3,0
"aye, mcdonald'ss got a fire ass frozen strawberry lemonade.. this bitch so wet",1,1.0,0,3,0
ayee hoe,1,1.0,0,3,0
ayo why da hell ain't nobody hip me to these niccas! <user> ... #betterlatethannever,1,1.0,0,3,0
ayyyyy i'm sipping on a free slurpee and seeing the front bottoms tonight. i'm a happy clam.,2,1.0,0,0,3
"bf: i think we need some pet insurance. gf: lmao, why, what for? bf: because i'm destroying your pussy everyday.",1,1.0,0,3,0
bitch <exclaim> rt <user>: stop thinking ur entitled to politically correct responses...bitch,1,1.0,0,3,0
"bros before hos! ... and there i was with my bros, without any hos..",1,1.0,0,3,0
"bruh lmaoo “<user>: them hoes was nasty but i kept eating them ""<user>: what the fuck happened to these? <url>",1,1.0,0,3,0
baby i can make that pussy raaain often.,1,1.0,0,3,0
"baby i can make that pussy rain, often",1,1.0,0,3,0
baby i can make that pussy rain... often,1,1.0,0,3,0
"baby moanin , got me zone'nn 😩 i want this bitch next me , pussy like ecstasy 💦 .",1,1.0,0,3,0
baby pussy cant be your only hustle. unless u bad as naomi russell.i mean a lot of ppl got money.so basically russell aint the only russell,1,1.0,0,3,0
babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through,1,1.0,0,3,0
back #inhighschool me and <user> used to have to stiff-arm bitches that kept tryna steal our fitteds,1,1.0,0,3,0
"back in america, and i've become a basic bitch again.",1,1.0,0,3,0
back in this bitch again....,1,1.0,0,3,0
backdoor is open: them hoes will let you fuck em in the ass. usually an extra charge plus the rate you agreed upon.,1,1.0,0,3,0
bad asian bitch yea she look just like kemora,1,1.0,0,3,0
"bad bitch give good head, dumb bitch get hood rich",1,1.0,0,3,0
bad bitch good head i think she ah keeper !,1,1.0,0,3,0
bad bitch <url>,1,1.0,0,3,0
bad bitch pussy aquafina call her crystalina,1,1.0,0,3,0
bad bitch selling molly i might take one,1,1.0,0,3,0
bad bitches aint cheap better pass her if u broke <exclaim>,1,1.0,0,3,0
bad bitches and good weed,1,1.0,0,3,0
bad bitches be all ova me .. besides pussy what could you offer me <mixedpunct> 💯✖️💯,1,1.0,0,3,0
bad bitches every where,1,1.0,0,3,0
"bad bitches from oakland, she could beeee a model",1,1.0,0,3,0
bad bitches hate broke niggaz.,1,1.0,0,3,0
bad bitches in dirty ass houses <<<,1,1.0,0,3,0
bad bitches in the pen make my toes curl,1,1.0,0,3,0
bad bitches is the only thing i like,1,1.0,0,3,0
bad bitches is the only thing that i like,1,1.0,0,3,0
bad bitches is the only thing that i like <exclaim> #bblu this saturday #bblu #suedelounge #richgirls,1,1.0,0,3,0
bad bitches is the only thing that like,1,1.0,0,3,0
bad bitches only,1,1.0,0,3,0
bad bitches only ... <url>,1,1.0,0,3,0
bad blood in the camp & if it's bout a bitch just know i don't respect it homie,1,1.0,0,3,0
"bad chicks send em in.. basic hoes toss em out, can't even get waffle house.. hating niggas chalk em out gone get the coffin out",1,1.0,0,3,0
bad lil bitch ain't never seen her,1,1.0,0,3,0
bad lil short fine bitch lil petite sumn,1,1.0,0,3,0
bae juss the new side bitch lingo u aint special hoe,1,1.0,0,3,0
bags bags that's that bag money trash bag black and it's filled up with money,2,1.0,0,0,3
bahaha omg 😆😭🙊 this bitch is crazyyy . <url>,1,1.0,0,3,0
"baked montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar & chives yellow mashed… <url>",2,1.0,0,0,3
ball is life? no bitch bench is life 👋,1,1.0,0,3,0
"bands will make her dance , stamps will make her twerk , if romney becomes president , these hoes will have to work.",1,1.0,0,3,0
"bang, bitch, you think i'm strange, bitch? it's bananas like a fucking rangatang bitch #vote5sos #emabiggestfans1d",1,1.0,0,3,0
"bank robber who wore zebra-print dress arrested, police say <url>",2,1.0,0,0,3
barry's hoe michelle is walking in now. ugly beast she is. #sotu,1,1.0,0,3,0
baseball isn't the same without the yankees in the playoffs & basketball isn't the same without the lakers in em.,2,1.0,0,0,3
baseball......... w/ <user> for her birthday for some reason? lol (@ yankee stadium) on #yelp <url>,2,1.0,0,0,3
basic bitch no chill 😂,1,1.0,0,3,0
basic bitches & lame niggas <,1,1.0,0,3,0
basic bitches everywhere,1,1.0,0,3,0
bathing sphere: suspended orb tub not for shy people <url> #bathing #design #weird and yet #cool,2,1.0,0,0,3
bbl gonna go sob over gay bird babies.,1,1.0,0,3,0
bc i got too many bitches 😂😂😂,1,1.0,0,3,0
be a dog to these bitches bt be a king to ya queen ',1,1.0,0,3,0
"be a girl with a mind, a bitch with an attitude and a lady with class.",1,1.0,0,3,0
"be fearful of the wrath of god in a country where many mock christianity, embrace perversion, abortion, and bows to pc/multiculturalism.",2,1.0,0,0,3
be trippin when i call you hoe but bitch you know i talk like dat! -- <user> voice,1,1.0,0,3,0
beans that were yellow before friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks,2,1.0,0,0,3
"bears game today bitches! not to mention, lean and bud before the train ride lol :) #goodday",1,1.0,0,3,0
beat the pussy in so well her shit still hurting from a week ago,1,1.0,0,3,0
beautiful fairy elegant dress <url>,2,1.0,0,0,3
because i had to accept being called a bitch every time i asserted myself. #yesallwomen,1,1.0,0,3,0
"because at your local insurance agency, the customer is always our bitch. #itakeshitfromnoone 👏",1,1.0,0,3,0
because idk if your still tryna get with her again or not?... — bitch i might be <url>,1,1.0,0,3,0
"because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean",2,1.0,0,0,3
beefin ova bitches trade ya clip for pom poms,1,1.0,0,3,0
"been a while since it's just been me solo at the crib, feeling kinda lonely like a hoe",1,1.0,0,3,0
been hooping all day tired than bitch,1,1.0,0,3,0
been schooling these bitches since 92'😌,1,1.0,0,3,0
"been sleeping toooooo much, fuck it ima enjoy it before i start working 2 jobs like a hoe haha",1,1.0,0,3,0
"been told by a lot of people that i'm cool then a hoe, and that they don't understand why someone wouldn't like me",1,1.0,0,3,0
beer ball isn't for pussies,1,1.0,0,3,0
before i let a pussy cut my hair i just will let it grow,1,1.0,0,3,0
before the madness with my single bitches. 😏 <url>,1,1.0,0,3,0
"being a girl sucks. we have to deal with periods making us a bitch, shaving our legs on a daily basis, and worrying about what we eat.",1,1.0,0,3,0
being a hoe ain't cute #ijs,1,1.0,0,3,0
being a hoe is cute in 2014,1,1.0,0,3,0
being a sober soul just wasnt interesting.. bitch im living #5spmg #ggl <url>,1,1.0,0,3,0
being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend,1,1.0,0,3,0
believe in the heart of the cards bitch.,1,1.0,0,3,0
believe it or not hoes get boring after awhile,1,1.0,0,3,0
ben will gett ya some pussy.. ben will get ya some head!,1,1.0,0,3,0
"besides my sisters, this is one of two bitches you will always catch me with. <url>",1,1.0,0,3,0
best behaved kids ever at mommy's commercial audition. oreo mcflurries for everybody! #proudmom… <url>,2,1.0,0,0,3
best of luck to tino 'the bambino' martinez in miami (your legacy is saved lol) #marlins #yankees #redsox #mlb,2,1.0,0,0,3
bet charlie strong has contacted ridley,2,1.0,0,0,3
bet you ain't gone @ em tho..😴😂 rt <user>: na why oomf just tweeted that ?😂😂😂😂😂😂 & she know ha pussy wack,1,1.0,0,3,0
betta ask round these streets bitch bout jay,1,1.0,0,3,0
better nip that shit in the bud early.,1,1.0,0,3,0
better play your part bitch don't be a smart bitch cuz i might have a change of heart,1,1.0,0,3,0
between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me.,1,1.0,0,3,0
"big squawk: q: when will dfl dump ryan ""uncle tom"" winkler? } not going to happen berg bleat on. #mngop proud #stribpol #mnleg",2,1.0,0,0,3
"big bird holds press conf claims ""he does not care for the letter f""",2,1.0,0,0,3
big bitches be like ” im thick” yea bitch atound the midsection,1,1.0,0,3,0
big black bitches out here arguing,1,1.0,0,3,0
big bro moose trying slide into these hoes dm's <url>,1,1.0,0,3,0
big hair bitches >>>>>>>>>>,1,1.0,0,3,0
big moe rn like a hoe haha yuhhhh,1,1.0,0,3,0
big night of 🏀 #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller <url>,2,1.0,0,0,3
big ol pussy harrington blocked me again,1,1.0,0,3,0
big thick pretty bitch,1,1.0,0,3,0
biggest booth i ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard,1,1.0,0,3,0
biker gang looking ass bitches with titty tats. foh sons of anarchy.,1,1.0,0,3,0
birthday today bitches and i gotta work :/,1,1.0,0,3,0
bitch i want my number back yo pussy mustard... oh yeah fuck dat bitch trust me! #dro,1,1.0,0,3,0
bitch i'm not about to eat ya pussy all day long.. i got a life.,1,1.0,0,3,0
"bitch i'm the man that's right i said it, bitch i'm the man don't you forget it. 😏",1,1.0,0,3,0
"bitch ass people are the first to call someone out for being a ""bitch""",1,1.0,0,3,0
bitch fuk wat a hater gotta say .......brickk ent ya bitch <url>,1,1.0,0,3,0
bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face,1,1.0,0,3,0
bitch i wouldn't eat yah pussy wit another nigga tongue,1,1.0,0,3,0
bitch just sucked my dick and tried to give me sugar bitch get out,1,1.0,0,3,0
bitch nicca talmbout a mf 3peat....df y'all ain't da lakers,1,1.0,0,3,0
"bitch you frooooontin, bitch you frooooontin. lol",1,1.0,0,3,0
"bitch, you may have a million dollar body, but you got a dollar menu face and a four-piece nugget pussy, so you ain't worth shit.",1,1.0,0,3,0
"bitches ah have a baby & be like ""don't claim my child"" bitch you good & goddamn well ain't nobody claiming your creature 👽😂",1,1.0,0,3,0
bitches ain't shit but hoes and tricks,1,1.0,0,3,0
bitches always like you got hoes.. i be like duhh i'm tryna make you one of em 😂😂 nbs,1,1.0,0,3,0
bitches always think somebody want them or they little coochie lol chilling dont exist nomore ? iont want yall hoes,1,1.0,0,3,0
"bitches be 17 in the 9th grade talking about "" where my bae at ?"" no bitch , where ya credits at?",1,1.0,0,3,0
bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale.,1,1.0,0,3,0
"bitches be like ""keep calm i'm single""........... first of all bitch, nobody was hype",1,1.0,0,3,0
bitches be like i want something real ... and i be like i want a bitch with real hair but we can't always get what we want now can we lol,1,1.0,0,3,0
bitches be like niggas ain't shit ... naw bitch maybe you just ain't shit,1,1.0,0,3,0
bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu,1,1.0,0,3,0
"bitches be watching me from other bitches pages; thats right bitch , team work 👏👏👏",1,1.0,0,3,0
"bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. no bitch you are not bad you're a created player",1,1.0,0,3,0
bitches bitches bitches,1,1.0,0,3,0
bitches can't fuck with my bitches they deadly,1,1.0,0,3,0
bitches cheat on they bitch... but be soooooo hurt when they bitch cheat back.,1,1.0,0,3,0
bitches corny with that not saving numbers shit i hate them hoes,1,1.0,0,3,0
bitches don't even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches,1,1.0,0,3,0
bitches dont wann fxck me no more bitches wanna fxck all my bitches,1,1.0,0,3,0
"bitches know they bitches, bitch.",1,1.0,0,3,0
bitches love beefing over a nigga that's always in other bitches faces.,1,1.0,0,3,0
bitches on me bout da lil flexin shit on snapchat 💰💰💰💰💰😂 bitch please,1,1.0,0,3,0
"bitches swear up and down they pussy the best, but ain't.",1,1.0,0,3,0
bitches talmbout they limber got these bitches in limbo,1,1.0,0,3,0
bitches think they're slick but no matter how hard they try and hide it we can still tell if they're hoes or not,1,1.0,0,3,0
bitches will be bitches,1,1.0,0,3,0
bitches will be bitches.,1,1.0,0,3,0
bitches with kids are retarded,1,1.0,0,3,0
bitches with trash pussy always want unprotected sex,1,1.0,0,3,0
"bitches, bitches, bitches.",1,1.0,0,3,0
bitzy probably popped a percocet before she had these drinks with mellie. she seems like that kind of of trill ol' bitch. #scandalabc,1,1.0,0,3,0
"bjergsen just made a full as rune page. i don't just me full as reds and quints i mean as reds, blues, yellows, and quints. 47% as",2,1.0,0,0,3
blac chyna's ass should've threw him off first of all. it's wop sided and those cheek piercing trashy as hell.,1,1.0,0,3,0
